estado;dia;quantidaDeCasos
Paraiba;18/03/2020;0
Paraiba;19/03/2020;1
Paraiba;20/03/2020;0
Paraiba;21/03/2020;0
Paraiba;22/03/2020;0
Paraiba;23/03/2020;1
Paraiba;24/03/2020;1
Paraiba;25/03/2020;0
Paraiba;26/03/2020;2
Paraiba;27/03/2020;4
Paraiba;28/03/2020;5
Paraiba;29/03/2020;0
Paraiba;30/03/2020;1
Paraiba;31/03/2020;2
Paraiba;01/04/2020;3
Paraiba;02/04/2020;1
Paraiba;03/04/2020;8
Paraiba;04/04/2020;3
Paraiba;05/04/2020;2
Paraiba;06/04/2020;1
Paraiba;07/04/2020;1
Paraiba;08/04/2020;5
Paraiba;09/04/2020;14
Paraiba;10/04/2020;24
Paraiba;11/04/2020;6
Paraiba;12/04/2020;16
Paraiba;13/04/2020;10
Paraiba;14/04/2020;25
Paraiba;15/04/2020;15
Paraiba;16/04/2020;14
Paraiba;17/04/2020;30
Paraiba;18/04/2020;10
Paraiba;19/04/2020;31
Paraiba;20/04/2020;9
Pernambuco;30/01/2020;0
Pernambuco;31/01/2020;0
Pernambuco;01/02/2020;0
Pernambuco;02/02/2020;0
Pernambuco;03/02/2020;0
Pernambuco;04/02/2020;0
Pernambuco;05/02/2020;0
Pernambuco;06/02/2020;0
Pernambuco;07/02/2020;0
Pernambuco;08/02/2020;0
Pernambuco;09/02/2020;0
Pernambuco;10/02/2020;0
Pernambuco;11/02/2020;0
Pernambuco;12/02/2020;0
Pernambuco;13/02/2020;0
Pernambuco;14/02/2020;0
Pernambuco;15/02/2020;0
Pernambuco;16/02/2020;0
Pernambuco;17/02/2020;0
Pernambuco;18/02/2020;0
Pernambuco;19/02/2020;0
Pernambuco;20/02/2020;0
Pernambuco;21/02/2020;0
Pernambuco;22/02/2020;0
Pernambuco;23/02/2020;0
Pernambuco;24/02/2020;0
Pernambuco;25/02/2020;0
Pernambuco;26/02/2020;0
Pernambuco;27/02/2020;0
Pernambuco;28/02/2020;0
Pernambuco;29/02/2020;0
Pernambuco;01/03/2020;0
Pernambuco;02/03/2020;0
Pernambuco;03/03/2020;0
Pernambuco;04/03/2020;0
Pernambuco;05/03/2020;0
Pernambuco;06/03/2020;0
Pernambuco;07/03/2020;0
Pernambuco;08/03/2020;0
Pernambuco;09/03/2020;0
Pernambuco;10/03/2020;0
Pernambuco;11/03/2020;0
Pernambuco;12/03/2020;2
Pernambuco;13/03/2020;0
Pernambuco;14/03/2020;0
Pernambuco;15/03/2020;0
Pernambuco;16/03/2020;0
Pernambuco;17/03/2020;14
Pernambuco;18/03/2020;0
Pernambuco;19/03/2020;12
Pernambuco;20/03/2020;2
Pernambuco;21/03/2020;0
Pernambuco;22/03/2020;7
Pernambuco;23/03/2020;5
Pernambuco;24/03/2020;0
Pernambuco;25/03/2020;4
Pernambuco;26/03/2020;2
Pernambuco;27/03/2020;8
Pernambuco;28/03/2020;12
Pernambuco;29/03/2020;5
Pernambuco;30/03/2020;5
Pernambuco;31/03/2020;9
Pernambuco;01/04/2020;8
Pernambuco;02/04/2020;11
Pernambuco;03/04/2020;30
Pernambuco;04/04/2020;40
Pernambuco;05/04/2020;25
Pernambuco;06/04/2020;22
Pernambuco;07/04/2020;129
Pernambuco;08/04/2020;49
Pernambuco;09/04/2020;154
Pernambuco;10/04/2020;129
Pernambuco;11/04/2020;132
Pernambuco;12/04/2020;144
Pernambuco;13/04/2020;194
Pernambuco;14/04/2020;130
Pernambuco;15/04/2020;200
Pernambuco;16/04/2020;199
Pernambuco;17/04/2020;323
Pernambuco;18/04/2020;187
Pernambuco;19/04/2020;266
Pernambuco;20/04/2020;231
Alagoas;30/01/2020;0
Alagoas;31/01/2020;0
Alagoas;01/02/2020;0
Alagoas;02/02/2020;0
Alagoas;03/02/2020;0
Alagoas;04/02/2020;0
Alagoas;05/02/2020;0
Alagoas;06/02/2020;0
Alagoas;07/02/2020;0
Alagoas;08/02/2020;0
Alagoas;09/02/2020;0
Alagoas;10/02/2020;0
Alagoas;11/02/2020;0
Alagoas;12/02/2020;0
Alagoas;13/02/2020;0
Alagoas;14/02/2020;0
Alagoas;15/02/2020;0
Alagoas;16/02/2020;0
Alagoas;17/02/2020;0
Alagoas;18/02/2020;0
Alagoas;19/02/2020;0
Alagoas;20/02/2020;0
Alagoas;21/02/2020;0
Alagoas;22/02/2020;0
Alagoas;23/02/2020;0
Alagoas;24/02/2020;0
Alagoas;25/02/2020;0
Alagoas;26/02/2020;0
Alagoas;27/02/2020;0
Alagoas;28/02/2020;0
Alagoas;29/02/2020;0
Alagoas;01/03/2020;0
Alagoas;02/03/2020;0
Alagoas;03/03/2020;0
Alagoas;04/03/2020;0
Alagoas;05/03/2020;0
Alagoas;06/03/2020;0
Alagoas;07/03/2020;0
Alagoas;08/03/2020;1
Alagoas;09/03/2020;0
Alagoas;10/03/2020;0
Alagoas;11/03/2020;0
Alagoas;12/03/2020;0
Alagoas;13/03/2020;0
Alagoas;14/03/2020;0
Alagoas;15/03/2020;0
Alagoas;16/03/2020;0
Alagoas;17/03/2020;0
Alagoas;18/03/2020;0
Alagoas;19/03/2020;3
Alagoas;20/03/2020;1
Alagoas;21/03/2020;2
Alagoas;22/03/2020;0
Alagoas;23/03/2020;0
Alagoas;24/03/2020;2
Alagoas;25/03/2020;2
Alagoas;26/03/2020;0
Alagoas;27/03/2020;0
Alagoas;28/03/2020;3
Alagoas;29/03/2020;3
Alagoas;30/03/2020;0
Alagoas;31/03/2020;1
Alagoas;01/04/2020;0
Alagoas;02/04/2020;0
Alagoas;03/04/2020;4
Alagoas;04/04/2020;1
Alagoas;05/04/2020;5
Alagoas;06/04/2020;3
Alagoas;07/04/2020;1
Alagoas;08/04/2020;5
Alagoas;09/04/2020;0
Alagoas;10/04/2020;8
Alagoas;11/04/2020;3
Alagoas;12/04/2020;0
Alagoas;13/04/2020;2
Alagoas;14/04/2020;22
Alagoas;15/04/2020;10
Alagoas;16/04/2020;7
Alagoas;17/04/2020;21
Alagoas;18/04/2020;22
Alagoas;19/04/2020;27
Alagoas;20/04/2020;12
Sergipe;30/01/2020;0
Sergipe;31/01/2020;0
Sergipe;01/02/2020;0
Sergipe;02/02/2020;0
Sergipe;03/02/2020;0
Sergipe;04/02/2020;0
Sergipe;05/02/2020;0
Sergipe;06/02/2020;0
Sergipe;07/02/2020;0
Sergipe;08/02/2020;0
Sergipe;09/02/2020;0
Sergipe;10/02/2020;0
Sergipe;11/02/2020;0
Sergipe;12/02/2020;0
Sergipe;13/02/2020;0
Sergipe;14/02/2020;0
Sergipe;15/02/2020;0
Sergipe;16/02/2020;0
Sergipe;17/02/2020;0
Sergipe;18/02/2020;0
Sergipe;19/02/2020;0
Sergipe;20/02/2020;0
Sergipe;21/02/2020;0
Sergipe;22/02/2020;0
Sergipe;23/02/2020;0
Sergipe;24/02/2020;0
Sergipe;25/02/2020;0
Sergipe;26/02/2020;0
Sergipe;27/02/2020;0
Sergipe;28/02/2020;0
Sergipe;29/02/2020;0
Sergipe;01/03/2020;0
Sergipe;02/03/2020;0
Sergipe;03/03/2020;0
Sergipe;04/03/2020;0
Sergipe;05/03/2020;0
Sergipe;06/03/2020;0
Sergipe;07/03/2020;0
Sergipe;08/03/2020;0
Sergipe;09/03/2020;0
Sergipe;10/03/2020;0
Sergipe;11/03/2020;0
Sergipe;12/03/2020;0
Sergipe;13/03/2020;0
Sergipe;14/03/2020;0
Sergipe;15/03/2020;1
Sergipe;16/03/2020;0
Sergipe;17/03/2020;3
Sergipe;18/03/2020;1
Sergipe;19/03/2020;1
Sergipe;20/03/2020;0
Sergipe;21/03/2020;4
Sergipe;22/03/2020;0
Sergipe;23/03/2020;0
Sergipe;24/03/2020;5
Sergipe;25/03/2020;1
Sergipe;26/03/2020;0
Sergipe;27/03/2020;0
Sergipe;28/03/2020;0
Sergipe;29/03/2020;0
Sergipe;30/03/2020;0
Sergipe;31/03/2020;3
Sergipe;01/04/2020;1
Sergipe;02/04/2020;3
Sergipe;03/04/2020;2
Sergipe;04/04/2020;2
Sergipe;05/04/2020;5
Sergipe;06/04/2020;0
Sergipe;07/04/2020;4
Sergipe;08/04/2020;0
Sergipe;09/04/2020;3
Sergipe;10/04/2020;3
Sergipe;11/04/2020;0
Sergipe;12/04/2020;2
Sergipe;13/04/2020;0
Sergipe;14/04/2020;1
Sergipe;15/04/2020;1
Sergipe;16/04/2020;2
Sergipe;17/04/2020;5
Sergipe;18/04/2020;18
Sergipe;19/04/2020;12
Sergipe;20/04/2020;3
Bahia;30/01/2020;0
Bahia;31/01/2020;0
Bahia;01/02/2020;0
Bahia;02/02/2020;0
Bahia;03/02/2020;0
Bahia;04/02/2020;0
Bahia;05/02/2020;0
Bahia;06/02/2020;0
Bahia;07/02/2020;0
Bahia;08/02/2020;0
Bahia;09/02/2020;0
Bahia;10/02/2020;0
Bahia;11/02/2020;0
Bahia;12/02/2020;0
Bahia;13/02/2020;0
Bahia;14/02/2020;0
Bahia;15/02/2020;0
Bahia;16/02/2020;0
Bahia;17/02/2020;0
Bahia;18/02/2020;0
Bahia;19/02/2020;0
Bahia;20/02/2020;0
Bahia;21/02/2020;0
Bahia;22/02/2020;0
Bahia;23/02/2020;0
Bahia;24/02/2020;0
Bahia;25/02/2020;0
Bahia;26/02/2020;0
Bahia;27/02/2020;0
Bahia;28/02/2020;0
Bahia;29/02/2020;0
Bahia;01/03/2020;0
Bahia;02/03/2020;0
Bahia;03/03/2020;0
Bahia;04/03/2020;0
Bahia;05/03/2020;0
Bahia;06/03/2020;1
Bahia;07/03/2020;1
Bahia;08/03/2020;0
Bahia;09/03/2020;0
Bahia;10/03/2020;0
Bahia;11/03/2020;0
Bahia;12/03/2020;0
Bahia;13/03/2020;0
Bahia;14/03/2020;0
Bahia;15/03/2020;0
Bahia;16/03/2020;0
Bahia;17/03/2020;1
Bahia;18/03/2020;0
Bahia;19/03/2020;27
Bahia;20/03/2020;3
Bahia;21/03/2020;8
Bahia;22/03/2020;8
Bahia;23/03/2020;14
Bahia;24/03/2020;13
Bahia;25/03/2020;8
Bahia;26/03/2020;20
Bahia;27/03/2020;11
Bahia;28/03/2020;12
Bahia;29/03/2020;27
Bahia;30/03/2020;22
Bahia;31/03/2020;37
Bahia;01/04/2020;33
Bahia;02/04/2020;21
Bahia;03/04/2020;15
Bahia;04/04/2020;50
Bahia;05/04/2020;69
Bahia;06/04/2020;30
Bahia;07/04/2020;25
Bahia;08/04/2020;41
Bahia;09/04/2020;62
Bahia;10/04/2020;45
Bahia;11/04/2020;31
Bahia;12/04/2020;38
Bahia;13/04/2020;50
Bahia;14/04/2020;36
Bahia;15/04/2020;48
Bahia;16/04/2020;144
Bahia;17/04/2020;108
Bahia;18/04/2020;134
Bahia;19/04/2020;37
Bahia;20/04/2020;111
MinasGerais;30/01/2020;0
MinasGerais;31/01/2020;0
MinasGerais;01/02/2020;0
MinasGerais;02/02/2020;0
MinasGerais;03/02/2020;0
MinasGerais;04/02/2020;0
MinasGerais;05/02/2020;0
MinasGerais;06/02/2020;0
MinasGerais;07/02/2020;0
MinasGerais;08/02/2020;0
MinasGerais;09/02/2020;0
MinasGerais;10/02/2020;0
MinasGerais;11/02/2020;0
MinasGerais;12/02/2020;0
MinasGerais;13/02/2020;0
MinasGerais;14/02/2020;0
MinasGerais;15/02/2020;0
MinasGerais;16/02/2020;0
MinasGerais;17/02/2020;0
MinasGerais;18/02/2020;0
MinasGerais;19/02/2020;0
MinasGerais;20/02/2020;0
MinasGerais;21/02/2020;0
MinasGerais;22/02/2020;0
MinasGerais;23/02/2020;0
MinasGerais;24/02/2020;0
MinasGerais;25/02/2020;0
MinasGerais;26/02/2020;0
MinasGerais;27/02/2020;0
MinasGerais;28/02/2020;0
MinasGerais;29/02/2020;0
MinasGerais;01/03/2020;0
MinasGerais;02/03/2020;0
MinasGerais;03/03/2020;0
MinasGerais;04/03/2020;0
MinasGerais;05/03/2020;0
MinasGerais;06/03/2020;0
MinasGerais;07/03/2020;0
MinasGerais;08/03/2020;1
MinasGerais;09/03/2020;0
MinasGerais;10/03/2020;0
MinasGerais;11/03/2020;0
MinasGerais;12/03/2020;0
MinasGerais;13/03/2020;1
MinasGerais;14/03/2020;0
MinasGerais;15/03/2020;0
MinasGerais;16/03/2020;3
MinasGerais;17/03/2020;2
MinasGerais;18/03/2020;8
MinasGerais;19/03/2020;14
MinasGerais;20/03/2020;6
MinasGerais;21/03/2020;3
MinasGerais;22/03/2020;45
MinasGerais;23/03/2020;45
MinasGerais;24/03/2020;2
MinasGerais;25/03/2020;3
MinasGerais;26/03/2020;20
MinasGerais;27/03/2020;36
MinasGerais;28/03/2020;16
MinasGerais;29/03/2020;26
MinasGerais;30/03/2020;30
MinasGerais;31/03/2020;14
MinasGerais;01/04/2020;39
MinasGerais;02/04/2020;56
MinasGerais;03/04/2020;27
MinasGerais;04/04/2020;33
MinasGerais;05/04/2020;68
MinasGerais;06/04/2020;27
MinasGerais;07/04/2020;34
MinasGerais;08/04/2020;55
MinasGerais;09/04/2020;41
MinasGerais;10/04/2020;43
MinasGerais;11/04/2020;52
MinasGerais;12/04/2020;56
MinasGerais;13/04/2020;9
MinasGerais;14/04/2020;69
MinasGerais;15/04/2020;19
MinasGerais;16/04/2020;55
MinasGerais;17/04/2020;63
MinasGerais;18/04/2020;56
MinasGerais;19/04/2020;77
MinasGerais;20/04/2020;35
MinasGerais;30/01/2020;0
EspiritoSanto;31/01/2020;0
EspiritoSanto;01/02/2020;0
EspiritoSanto;02/02/2020;0
EspiritoSanto;03/02/2020;0
EspiritoSanto;04/02/2020;0
EspiritoSanto;05/02/2020;0
EspiritoSanto;06/02/2020;0
EspiritoSanto;07/02/2020;0
EspiritoSanto;08/02/2020;0
EspiritoSanto;09/02/2020;0
EspiritoSanto;10/02/2020;0
EspiritoSanto;11/02/2020;0
EspiritoSanto;12/02/2020;0
EspiritoSanto;13/02/2020;0
EspiritoSanto;14/02/2020;0
EspiritoSanto;15/02/2020;0
EspiritoSanto;16/02/2020;0
EspiritoSanto;17/02/2020;0
EspiritoSanto;18/02/2020;0
EspiritoSanto;19/02/2020;0
EspiritoSanto;20/02/2020;0
EspiritoSanto;21/02/2020;0
EspiritoSanto;22/02/2020;0
EspiritoSanto;23/02/2020;0
EspiritoSanto;24/02/2020;0
EspiritoSanto;25/02/2020;0
EspiritoSanto;26/02/2020;0
EspiritoSanto;27/02/2020;0
EspiritoSanto;28/02/2020;0
EspiritoSanto;29/02/2020;0
EspiritoSanto;01/03/2020;0
EspiritoSanto;02/03/2020;0
EspiritoSanto;03/03/2020;0
EspiritoSanto;04/03/2020;0
EspiritoSanto;05/03/2020;0
EspiritoSanto;06/03/2020;1
EspiritoSanto;07/03/2020;0
EspiritoSanto;08/03/2020;0
EspiritoSanto;09/03/2020;0
EspiritoSanto;10/03/2020;0
EspiritoSanto;11/03/2020;0
EspiritoSanto;12/03/2020;0
EspiritoSanto;13/03/2020;0
EspiritoSanto;14/03/2020;0
EspiritoSanto;15/03/2020;0
EspiritoSanto;16/03/2020;0
EspiritoSanto;17/03/2020;0
EspiritoSanto;18/03/2020;8
EspiritoSanto;19/03/2020;2
EspiritoSanto;20/03/2020;2
EspiritoSanto;21/03/2020;13
EspiritoSanto;22/03/2020;0
EspiritoSanto;23/03/2020;3
EspiritoSanto;24/03/2020;4
EspiritoSanto;25/03/2020;6
EspiritoSanto;26/03/2020;0
EspiritoSanto;27/03/2020;8
EspiritoSanto;28/03/2020;6
EspiritoSanto;29/03/2020;7
EspiritoSanto;30/03/2020;12
EspiritoSanto;31/03/2020;12
EspiritoSanto;01/04/2020;12
EspiritoSanto;02/04/2020;24
EspiritoSanto;03/04/2020;19
EspiritoSanto;04/04/2020;14
EspiritoSanto;05/04/2020;13
EspiritoSanto;06/04/2020;28
EspiritoSanto;07/04/2020;15
EspiritoSanto;08/04/2020;18
EspiritoSanto;09/04/2020;46
EspiritoSanto;10/04/2020;27
EspiritoSanto;11/04/2020;49
EspiritoSanto;12/04/2020;34
EspiritoSanto;13/04/2020;47
EspiritoSanto;14/04/2020;33
EspiritoSanto;15/04/2020;94
EspiritoSanto;16/04/2020;197
EspiritoSanto;17/04/2020;102
EspiritoSanto;18/04/2020;96
EspiritoSanto;19/04/2020;147
EspiritoSanto;20/04/2020;69
RiodeJaneiro;30/01/2020;0
RiodeJaneiro;31/01/2020;0
RiodeJaneiro;01/02/2020;0
RiodeJaneiro;02/02/2020;0
RiodeJaneiro;03/02/2020;0
RiodeJaneiro;04/02/2020;0
RiodeJaneiro;05/02/2020;0
RiodeJaneiro;06/02/2020;0
RiodeJaneiro;07/02/2020;0
RiodeJaneiro;08/02/2020;0
RiodeJaneiro;09/02/2020;0
RiodeJaneiro;10/02/2020;0
RiodeJaneiro;11/02/2020;0
RiodeJaneiro;12/02/2020;0
RiodeJaneiro;13/02/2020;0
RiodeJaneiro;14/02/2020;0
RiodeJaneiro;15/02/2020;0
RiodeJaneiro;16/02/2020;0
RiodeJaneiro;17/02/2020;0
RiodeJaneiro;18/02/2020;0
RiodeJaneiro;19/02/2020;0
RiodeJaneiro;20/02/2020;0
RiodeJaneiro;21/02/2020;0
RiodeJaneiro;22/02/2020;0
RiodeJaneiro;23/02/2020;0
RiodeJaneiro;24/02/2020;0
RiodeJaneiro;25/02/2020;0
RiodeJaneiro;26/02/2020;0
RiodeJaneiro;27/02/2020;0
RiodeJaneiro;28/02/2020;0
RiodeJaneiro;29/02/2020;0
RiodeJaneiro;01/03/2020;0
RiodeJaneiro;02/03/2020;0
RiodeJaneiro;03/03/2020;0
RiodeJaneiro;04/03/2020;0
RiodeJaneiro;05/03/2020;1
RiodeJaneiro;06/03/2020;0
RiodeJaneiro;07/03/2020;1
RiodeJaneiro;08/03/2020;1
RiodeJaneiro;09/03/2020;0
RiodeJaneiro;10/03/2020;5
RiodeJaneiro;11/03/2020;5
RiodeJaneiro;12/03/2020;3
RiodeJaneiro;13/03/2020;0
RiodeJaneiro;14/03/2020;6
RiodeJaneiro;15/03/2020;2
RiodeJaneiro;16/03/2020;7
RiodeJaneiro;17/03/2020;2
RiodeJaneiro;18/03/2020;12
RiodeJaneiro;19/03/2020;20
RiodeJaneiro;20/03/2020;44
RiodeJaneiro;21/03/2020;10
RiodeJaneiro;22/03/2020;67
RiodeJaneiro;23/03/2020;47
RiodeJaneiro;24/03/2020;72
RiodeJaneiro;25/03/2020;65
RiodeJaneiro;26/03/2020;51
RiodeJaneiro;27/03/2020;72
RiodeJaneiro;28/03/2020;65
RiodeJaneiro;29/03/2020;42
RiodeJaneiro;30/03/2020;57
RiodeJaneiro;31/03/2020;51
RiodeJaneiro;01/04/2020;124
RiodeJaneiro;02/04/2020;160
RiodeJaneiro;03/04/2020;82
RiodeJaneiro;04/04/2020;172
RiodeJaneiro;05/04/2020;148
RiodeJaneiro;06/04/2020;67
RiodeJaneiro;07/04/2020;227
RiodeJaneiro;08/04/2020;250
RiodeJaneiro;09/04/2020;278
RiodeJaneiro;10/04/2020;248
RiodeJaneiro;11/04/2020;143
RiodeJaneiro;12/04/2020;248
RiodeJaneiro;13/04/2020;376
RiodeJaneiro;14/04/2020;179
RiodeJaneiro;15/04/2020;333
RiodeJaneiro;16/04/2020;201
RiodeJaneiro;17/04/2020;405
RiodeJaneiro;18/04/2020;194
RiodeJaneiro;19/04/2020;222
RiodeJaneiro;20/04/2020;134
SaoPaulo;30/01/2020;0
SaoPaulo;31/01/2020;0
SaoPaulo;01/02/2020;0
SaoPaulo;02/02/2020;0
SaoPaulo;03/02/2020;0
SaoPaulo;04/02/2020;0
SaoPaulo;05/02/2020;0
SaoPaulo;06/02/2020;0
SaoPaulo;07/02/2020;0
SaoPaulo;08/02/2020;0
SaoPaulo;09/02/2020;0
SaoPaulo;10/02/2020;0
SaoPaulo;11/02/2020;0
SaoPaulo;12/02/2020;0
SaoPaulo;13/02/2020;0
SaoPaulo;14/02/2020;0
SaoPaulo;15/02/2020;0
SaoPaulo;16/02/2020;0
SaoPaulo;17/02/2020;0
SaoPaulo;18/02/2020;0
SaoPaulo;19/02/2020;0
SaoPaulo;20/02/2020;0
SaoPaulo;21/02/2020;0
SaoPaulo;22/02/2020;0
SaoPaulo;23/02/2020;0
SaoPaulo;24/02/2020;0
SaoPaulo;25/02/2020;0
SaoPaulo;26/02/2020;1
SaoPaulo;27/02/2020;0
SaoPaulo;28/02/2020;0
SaoPaulo;29/02/2020;1
SaoPaulo;01/03/2020;0
SaoPaulo;02/03/2020;0
SaoPaulo;03/03/2020;0
SaoPaulo;04/03/2020;1
SaoPaulo;05/03/2020;3
SaoPaulo;06/03/2020;4
SaoPaulo;07/03/2020;3
SaoPaulo;08/03/2020;3
SaoPaulo;09/03/2020;0
SaoPaulo;10/03/2020;3
SaoPaulo;11/03/2020;11
SaoPaulo;12/03/2020;12
SaoPaulo;13/03/2020;14
SaoPaulo;14/03/2020;9
SaoPaulo;15/03/2020;71
SaoPaulo;16/03/2020;16
SaoPaulo;17/03/2020;12
SaoPaulo;18/03/2020;76
SaoPaulo;19/03/2020;46
SaoPaulo;20/03/2020;110
SaoPaulo;21/03/2020;63
SaoPaulo;22/03/2020;172
SaoPaulo;23/03/2020;114
SaoPaulo;24/03/2020;65
SaoPaulo;25/03/2020;52
SaoPaulo;26/03/2020;190
SaoPaulo;27/03/2020;171
SaoPaulo;28/03/2020;183
SaoPaulo;29/03/2020;45
SaoPaulo;30/03/2020;66
SaoPaulo;31/03/2020;822
SaoPaulo;01/04/2020;642
SaoPaulo;02/04/2020;525
SaoPaulo;03/04/2020;542
SaoPaulo;04/04/2020;418
SaoPaulo;05/04/2020;154
SaoPaulo;06/04/2020;246
SaoPaulo;07/04/2020;816
SaoPaulo;08/04/2020;1026
SaoPaulo;09/04/2020;772
SaoPaulo;10/04/2020;736
SaoPaulo;11/04/2020;203
SaoPaulo;12/04/2020;336
SaoPaulo;13/04/2020;140
SaoPaulo;14/04/2020;476
SaoPaulo;15/04/2020;1672
SaoPaulo;16/04/2020;525
SaoPaulo;17/04/2020;1273
SaoPaulo;18/04/2020;1053
SaoPaulo;19/04/2020;373
SaoPaulo;20/04/2020;313
Parana;30/01/2020;0
Parana;31/01/2020;0
Parana;01/02/2020;0
Parana;02/02/2020;0
Parana;03/02/2020;0
Parana;04/02/2020;0
Parana;05/02/2020;0
Parana;06/02/2020;0
Parana;07/02/2020;0
Parana;08/02/2020;0
Parana;09/02/2020;0
Parana;10/02/2020;0
Parana;11/02/2020;0
Parana;12/02/2020;0
Parana;13/02/2020;0
Parana;14/02/2020;0
Parana;15/02/2020;0
Parana;16/02/2020;0
Parana;17/02/2020;0
Parana;18/02/2020;0
Parana;19/02/2020;0
Parana;20/02/2020;0
Parana;21/02/2020;0
Parana;22/02/2020;0
Parana;23/02/2020;0
Parana;24/02/2020;0
Parana;25/02/2020;0
Parana;26/02/2020;0
Parana;27/02/2020;0
Parana;28/02/2020;0
Parana;29/02/2020;0
Parana;01/03/2020;0
Parana;02/03/2020;0
Parana;03/03/2020;0
Parana;04/03/2020;0
Parana;05/03/2020;0
Parana;06/03/2020;0
Parana;07/03/2020;0
Parana;08/03/2020;0
Parana;09/03/2020;0
Parana;10/03/2020;0
Parana;11/03/2020;0
Parana;12/03/2020;6
Parana;13/03/2020;0
Parana;14/03/2020;0
Parana;15/03/2020;0
Parana;16/03/2020;0
Parana;17/03/2020;0
Parana;18/03/2020;7
Parana;19/03/2020;10
Parana;20/03/2020;9
Parana;21/03/2020;11
Parana;22/03/2020;7
Parana;23/03/2020;6
Parana;24/03/2020;9
Parana;25/03/2020;16
Parana;26/03/2020;21
Parana;27/03/2020;17
Parana;28/03/2020;14
Parana;29/03/2020;15
Parana;30/03/2020;7
Parana;31/03/2020;24
Parana;01/04/2020;45
Parana;02/04/2020;28
Parana;03/04/2020;49
Parana;04/04/2020;94
Parana;05/04/2020;43
Parana;06/04/2020;20
Parana;07/04/2020;45
Parana;08/04/2020;36
Parana;09/04/2020;70
Parana;10/04/2020;34
Parana;11/04/2020;33
Parana;12/04/2020;62
Parana;13/04/2020;18
Parana;14/04/2020;35
Parana;15/04/2020;12
Parana;16/04/2020;29
Parana;17/04/2020;42
Parana;18/04/2020;71
Parana;19/04/2020;42
Parana;20/04/2020;20
SantaCatarina;30/01/2020;0
SantaCatarina;31/01/2020;0
SantaCatarina;01/02/2020;0
SantaCatarina;02/02/2020;0
SantaCatarina;03/02/2020;0
SantaCatarina;04/02/2020;0
SantaCatarina;05/02/2020;0
SantaCatarina;06/02/2020;0
SantaCatarina;07/02/2020;0
SantaCatarina;08/02/2020;0
SantaCatarina;09/02/2020;0
SantaCatarina;10/02/2020;0
SantaCatarina;11/02/2020;0
SantaCatarina;12/02/2020;0
SantaCatarina;13/02/2020;0
SantaCatarina;14/02/2020;0
SantaCatarina;15/02/2020;0
SantaCatarina;16/02/2020;0
SantaCatarina;17/02/2020;0
SantaCatarina;18/02/2020;0
SantaCatarina;19/02/2020;0
SantaCatarina;20/02/2020;0
SantaCatarina;21/02/2020;0
SantaCatarina;22/02/2020;0
SantaCatarina;23/02/2020;0
SantaCatarina;24/02/2020;0
SantaCatarina;25/02/2020;0
SantaCatarina;26/02/2020;0
SantaCatarina;27/02/2020;0
SantaCatarina;28/02/2020;0
SantaCatarina;29/02/2020;0
SantaCatarina;01/03/2020;0
SantaCatarina;02/03/2020;0
SantaCatarina;03/03/2020;0
SantaCatarina;04/03/2020;0
SantaCatarina;05/03/2020;0
SantaCatarina;06/03/2020;0
SantaCatarina;07/03/2020;0
SantaCatarina;08/03/2020;0
SantaCatarina;09/03/2020;0
SantaCatarina;10/03/2020;0
SantaCatarina;11/03/2020;0
SantaCatarina;12/03/2020;0
SantaCatarina;13/03/2020;2
SantaCatarina;14/03/2020;2
SantaCatarina;15/03/2020;2
SantaCatarina;16/03/2020;1
SantaCatarina;17/03/2020;0
SantaCatarina;18/03/2020;3
SantaCatarina;19/03/2020;10
SantaCatarina;20/03/2020;1
SantaCatarina;21/03/2020;30
SantaCatarina;22/03/2020;6
SantaCatarina;23/03/2020;11
SantaCatarina;24/03/2020;39
SantaCatarina;25/03/2020;2
SantaCatarina;26/03/2020;13
SantaCatarina;27/03/2020;27
SantaCatarina;28/03/2020;35
SantaCatarina;29/03/2020;10
SantaCatarina;30/03/2020;3
SantaCatarina;31/03/2020;22
SantaCatarina;01/04/2020;16
SantaCatarina;02/04/2020;12
SantaCatarina;03/04/2020;34
SantaCatarina;04/04/2020;53
SantaCatarina;05/04/2020;23
SantaCatarina;06/04/2020;22
SantaCatarina;07/04/2020;38
SantaCatarina;08/04/2020;40
SantaCatarina;09/04/2020;44
SantaCatarina;10/04/2020;192
SantaCatarina;11/04/2020;39
SantaCatarina;12/04/2020;36
SantaCatarina;13/04/2020;9
SantaCatarina;14/04/2020;49
SantaCatarina;15/04/2020;27
SantaCatarina;16/04/2020;31
SantaCatarina;17/04/2020;42
SantaCatarina;18/04/2020;36
SantaCatarina;19/04/2020;13
SantaCatarina;20/04/2020;50
RioGrandedoSul;30/01/2020;0
RioGrandedoSul;31/01/2020;0
RioGrandedoSul;01/02/2020;0
RioGrandedoSul;02/02/2020;0
RioGrandedoSul;03/02/2020;0
RioGrandedoSul;04/02/2020;0
RioGrandedoSul;05/02/2020;0
RioGrandedoSul;06/02/2020;0
RioGrandedoSul;07/02/2020;0
RioGrandedoSul;08/02/2020;0
RioGrandedoSul;09/02/2020;0
RioGrandedoSul;10/02/2020;0
RioGrandedoSul;11/02/2020;0
RioGrandedoSul;12/02/2020;0
RioGrandedoSul;13/02/2020;0
RioGrandedoSul;14/02/2020;0
RioGrandedoSul;15/02/2020;0
RioGrandedoSul;16/02/2020;0
